business_id,name,address,city,state,postal_code,date,score
1-32681,Burger King 3641,2701 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/05/18,96
1-32681,Burger King 3641,2701 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/05/11,79
FSP-060-002605,Burn Lounge,3461 ROOSEVELT HWY STE 15,ATLANTA,GA,30349,2015/03/27,100
FSP-060-001507,Buttermilk Kitchen,4225 ROSWELL RD NE,ATLANTA,GA,30342,2015/05/14,97
FSP-060-001745,C J Buffalo House,3565 MARTIN LUTHER KING JR DR,ATLANTA,GA,30331,2015/06/05,85
1-514,CH Gullatt Elementary School,6110 DODSON DR,UNION CITY,GA,30291,2015/03/12,95
1-31698,Cafe 10  20Th Floor,10 PEACHTREE PLZ,ATLANTA,GA,30309,2015/04/17,100
1-519,Cafe 1475,1475 PEACHTREE ST NE,ATLANTA,GA,30309,2015/05/18,99
FSP-060-002266,Cafe 500,500 NORTHRIDGE ROAD,ATLANTA,GA,30350,2015/01/26,96
FSP-060-000181,Cafe 6000,6000 WINDWARD PKWY,ALPHARETTA,GA,30005,2015/02/03,96
FSP-060-001188,Cafe Agora Midtown,92 PEACHTREE PL,ATLANTA,GA,30309,2015/01/28,94
FSP-060-000455,Cafe At Pharr,3145 PEACHTREE RD STE 101,ATLANTA,GA,30305,2015/05/27,100
1-30739,Cafe Circa,464 EDGEWOOD AVE STE B,ATLANTA,GA,30312,2015/03/25,76
FSP-060-000409,Cafe Jonah LLC,3188 PACES FERRY PL,ATLANTA,GA,30305,2015/01/29,91
FSP-060-000278,Cafe Momo,231 PEACHTREE ST NE STE B-71,ATLANTA,GA,30303,2015/04/06,97
FSP-060-000278,Cafe Momo,231 PEACHTREE ST NE STE B-71,ATLANTA,GA,30303,2015/03/24,80
1-22409,Cafe Posh,4920 ROSWELL RD STE 14,ATLANTA,GA,30342,2015/05/06,90
1-22409,Cafe Posh,4920 ROSWELL RD STE 14,ATLANTA,GA,30342,2015/04/27,76
FSP-060-000858,Cafe Q,10475 MEDLOCK BRIDGE RD STE 116,DULUTH,GA,30097,2015/04/08,100
FSP-060-000858,Cafe Q,10475 MEDLOCK BRIDGE RD STE 116,DULUTH,GA,30097,2015/04/02,69
FSP-060-000212,Cafe Spice Student Center Food Court,350 FERST DR NW FL 2,ATLANTA,GA,30332,2015/04/21,100
1-549,Cafe Sunflower,5975 ROSWELL RD STE 353,ATLANTA,GA,30328,2015/01/23,85
1-561,Cajun Grill,2194 NORTH POINT CIR,ALPHARETTA,GA,30022,2015/01/09,92
1-30859,Cake World,12890 HIGHWAY 9 STE 110,ALPHARETTA,GA,30004,2015/01/09,85
1-28438,California Pizza Kitchen,265 18TH ST STE 2150,ATLANTA,GA,30363,2015/05/20,90
1-565,California Pizza Kitchen,6301 NORTH POINT PKWY,ALPHARETTA,GA,30022,2015/05/15,96
FSP-060-001327,Cambridge High School,2845 BETHANY BND,MILTON,GA,30004,2015/03/25,94
1-576,Camp Creek Middle School,4345 WELCOME ALL RD,COLLEGE PARK,GA,30349,2015/03/18,99
FSP-060-000452,Camp Truitt Senior Center,4320 HERSCHELL RD,COLLEGE PARK,GA,30337,2015/06/02,98
1-572,Campbell Elementary School,290 FAIRVIEW DR,FAIRBURN,GA,30213,2015/03/19,100
1-30942,Campus Cafe,9770 MEDLOCK BRIDGE STE C,DULUTH,GA,30096,2015/03/13,98
1-30942,Campus Cafe,9770 MEDLOCK BRIDGE STE C,DULUTH,GA,30096,2015/03/05,79
FSP-060-001606,Canton Buddha,2900 PEACHTREE RD STE 11S,ATLANTA,GA,30305,2015/05/27,83
FSP-060-001606,Canton Buddha,2900 PEACHTREE RD STE 11S,ATLANTA,GA,30305,2015/04/07,87
FSP-060-001606,Canton Buddha,2900 PEACHTREE RD STE 11S,ATLANTA,GA,30305,2015/03/23,85
FSP-060-001606,Canton Buddha,2900 PEACHTREE RD STE 11S,ATLANTA,GA,30305,2015/03/04,87
FSP-060-001606,Canton Buddha,2900 PEACHTREE RD STE 11S,ATLANTA,GA,30305,2015/03/04,97
1-13837,Canton Chopsticks,1923 HOWELL MILL RD,ATLANTA,GA,30318,2015/03/23,79
1-13392,Canton Cooks Restaurant,5984 ROSWELL RD,ATLANTA,GA,30328,2015/01/20,82
1-31767,Capital City Cafe Happy Dell,3350 PEACHTREE RD STE 110,ATLANTA,GA,30326,2015/04/15,93
1-587,Capital City Club Pl Sb,53 WEST BROOKHAVEN DR NE,ATLANTA,GA,30319,2015/06/03,79
FSP-060-002219,Capital City ClubBrookhaven Bar And Buffet,53 W. BROOKHAVEN DR,ATLANTA,GA,30319,2015/06/03,100
1-591,Capital City Kitchen,53 WEST BROOKHAVEN DR N,ATLANTA,GA,30319,2015/06/03,75
1-32548,Capitol Commons Cafe,200 PIEDMONT AVE SE,ATLANTA,GA,30334,2015/05/15,89
1-27297,Captain Ds Seafood,3447 MAIN ST,COLLEGE PARK,GA,30349,2015/04/23,81
1-27298,Captain Ds Seafood,2065 METROPOLITAN PKWY S,ATLANTA,GA,30315,2015/02/10,95
1-25853,Caribou  Coffee,3487 NORTHSIDE PKWY,ATLANTA,GA,30327,2015/03/24,100
FSP-060-001233,Caribou Coffee,1000 PIEDMONT AVE STE C,ATLANTA,GA,30309,2015/06/02,100
FSP-060-001233,Caribou Coffee,1000 PIEDMONT AVE STE C,ATLANTA,GA,30309,2015/01/20,94
1-25546,Caribou Coffee,4520 ROSWELL RD,ATLANTA,GA,30342,2015/04/28,100
1-25867,Caribou Coffee,303 PEACHTREE CENTER AVE,ATLANTA,GA,30308,2015/04/15,89
1-29881,Caribou Coffee Company Inc,233 PEACHTREE ST,ATLANTA,GA,30303,2015/02/23,87
1-29509,CarriFresh,6810 - F SHANNON PKWY,UNION CITY,GA,30291,2015/02/09,90
1-628,Carrie Steele Pitts Home,667 FAIRBURN RD,ATLANTA,GA,30331,2015/02/26,96
1-628,Carrie Steele Pitts Home,667 FAIRBURN RD,ATLANTA,GA,30331,2015/02/18,86
1-23664,Carter G Woodson Elementary,1605 DONALD L. HOLLOWELL PKWY NW,ATLANTA,GA,30318,2015/05/04,100
1-27853,Carver High School,55 MCDONOUGH BLVD SE,ATLANTA,GA,30315,2015/03/19,99
FSP-060-001566,Casablanca Company,400 CARLTON RD UNIT A,PALMETTO,GA,30268,2015/04/29,90
1-23379,Cascade Elementary School,2326 VENETIAN DR SW,ATLANTA,GA,30311,2015/03/09,95
1-18778,Cascade Family Skating,3335 MARTIN LUTHER KING JR. DR,ATLANTA,GA,30331,2015/04/27,93
1-26967,Cascades Restaurant,5955 NORTH POINT PKWY,ALPHARETTA,GA,30022,2015/02/09,92
FSP-060-001398,Caseys Sunrise Cafe,5660 NEW NORTHSIDE DR,ATLANTA,GA,30328,2015/01/26,87
FSP-060-000572,Casseroles LLC,1393 NORTH HIGHLAND AVE STE 4,ATLANTA,GA,30306,2015/03/19,92
FSP-060-002458,CCP South America,310 NORTH AVE,ATLANTA,GA,30313,2015/04/24,100
FSP-060-002399,Cedar Grill,1197 PEACHTREE ST STE 504,ATLANTA,GA,30361,2015/04/06,100
1-647,Centennial High School,9310 SCOTT RD,ROSWELL,GA,30076,2015/03/10,100
1-23413,Centennial Place Elementary School,531 LUCKIE ST NW,ATLANTA,GA,30313,2015/03/09,96
1-29840,Centennial Place Family YMCA,555 LUCKIE ST,ATLANTA,GA,30313,2015/06/03,95
FSP-060-002309,Centre Cafe,3490 PIEDMONT RD STE 114,ATLANTA,GA,30305,2015/03/19,83
FSP-060-002440,Century Center Cafe 2,4125 WELCOME ALL RD,ATLANTA,GA,30349,2015/06/04,92
1-662,Chaplins,555 SOUTH ATLANTA ST STE B-100,ROSWELL,GA,30075,2015/06/01,67
2-31591,Chapman Drug Co Inc,615 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/01/05,100
FSP-060-002653,Chastain Tavern,4629 WIEUCA RD,ATLANTA,GA,30342,2015/06/04,58
1-673,Chattahoochee High School,5230 TAYLOR RD,ALPHARETTA,GA,30201,2015/03/09,100
1-21004,Checkers,5175 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/05/07,85
1-678,Checkers 626,3169 CAMP CREEK PKWY,EAST POINT,GA,30334,2015/02/24,98
1-678,Checkers 626,3169 CAMP CREEK PKWY,EAST POINT,GA,30334,2015/02/23,75
1-679,Checkers 780,989 SPRING ST,ATLANTA,GA,30309,2015/01/27,97
1-684,Checkers 307,211 CLEVELAND AVE,ATLANTA,GA,30315,2015/05/28,97
1-32643,Checkers  Peachtree Center,233 PEACHTREE ST NE STE B46,ATLANTA,GA,30303,2015/03/24,99
FSP-060-001654,Checkers Restaurant C1143,3566 MARTIN LUTHER KING DR,ATLANTA,GA,30331,2015/06/05,92
FSP-060-001771,Cheeseburger Bobbys,4371 ROSWELL RD,ATLANTA,GA,30342,2015/05/08,97
1-690,Cheetah III Lounge,887 SPRING ST NW,ATLANTA,GA,30308,2015/03/18,98
1-690,Cheetah III Lounge,887 SPRING ST NW,ATLANTA,GA,30308,2015/01/28,98
1-12756,Chef For A Night,499 PEACHTREE ST,ATLANTA,GA,30308,2015/03/19,100
FSP-060-002188,Chef Lowell LLC Catering,1185 RESEARCH CENTER,ATLANTA,GA,30331,2015/04/27,91
1-29425,Chef Rob Caribbean Cafe,5920 ROSWELL RD,ATLANTA,GA,30328,2015/01/25,96
2-31606,Cherokee Town & Country Club Williams Room Bar,155 W PACES FERRY NW,ATLANTA,GA,30305,2015/01/14,100
1-703,Cherokee Town and Country Club Snack,155 WEST PACES FERRY RD,ATLANTA,GA,30305,2015/01/14,100
1-32498,Cherokee Town And Country Club Downstairs Kitchen,155 W PACES FERRY NW,ATLANTA,GA,30305,2015/01/14,100
1-32497,Cherokee Town And Country Club Upstairs Kitchen,155 WEST PACES FERRY RD NW,ATLANTA,GA,30305,2015/01/14,91
1-32496,Cherokee Town And Country ClubTavern,155 WEST PACES FERRY RD NW,ATLANTA,GA,30305,2015/01/14,96
FSP-060-001322,Chicagos Nancys Pizza,265 PONCE DE LEON AVE STE A,ATLANTA,GA,30308,2015/03/30,98
FSP-060-001956,Chick A Biddy,264 19TH ST STE 2140,ATLANTA,GA,30363,2015/05/21,90
1-718,Chick Fil A At Peachtree Cente,233 PEACHTREE ST,ATLANTA,GA,30303,2015/05/12,90
1-722,Chick FilA,2180 NORTH POINT CIR,ALPHARETTA,GA,30022,2015/01/28,96
1-23884,Chick Fil A,340 BOULEVARD NE,ATLANTA,GA,30312,2015/05/01,100
1-30131,ChickFilA,7810 SENOIA RD,FAIRBURN,GA,30213,2015/06/03,92
1-30710,ChickFilA,"2 MARTIN LUTHER KING, JR. DR",ATLANTA,GA,30334,2015/05/05,92
FSP-060-002087,ChickFilA,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/03/26,100
1-14694,ChickFilA,1185 WOODSTOCK RD,ROSWELL,GA,30075,2015/05/28,99
1-26815,ChickFilA,1 CNN CTR,ATLANTA,GA,30303,2015/04/23,92
1-22672,ChickFilA,3410 CAMP CREEK PL,EAST POINT,GA,30344,2015/02/10,88
1-17404,ChickFilA,4285 ROSWELL RD,ATLANTA,GA,30342,2015/05/12,91
1-727,Chickfila 458,1942 HOWELL MILL RD,ATLANTA,GA,30318,2015/03/25,97
1-733,ChickFilA 931,3419 NORTHSIDE PKWY,ATLANTA,GA,30327,2015/03/24,97
FSP-060-000883,ChickFilA  Greenbriar Mall,2841 GREENBRIAR PKWY,ATLANTA,GA,30331,2015/01/23,96
FSP-060-000883,ChickFilA  Greenbriar Mall,2841 GREENBRIAR PKWY,ATLANTA,GA,30331,2015/01/05,79
1-24819,ChickFilA  Midtown II,725 WEST PEACHTREE ST,ATLANTA,GA,30308,2015/04/24,100
FSP-060-000264,ChickFilA at GWCC Movable 2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30313,2015/03/26,99
FSP-060-002239,ChickfilA Cart 1,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30314,2015/03/26,99
FSP-060-002240,ChickfilA Cart 2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30314,2015/02/13,99
FSP-060-002240,ChickfilA Cart 2,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30314,2015/02/13,100
FSP-060-002242,ChickfilA Cart 3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30314,2015/03/31,99
1-30426,Chin Chin Silos,270 RUCKER RD STE 115,ALPHARETTA,GA,30004,2015/02/24,97
1-30426,Chin Chin Silos,270 RUCKER RD STE 115,ALPHARETTA,GA,30004,2015/02/18,72
1-30951,China 88,5370 CAMPBELLTON-FAIRBURN RD,FAIRBURN,GA,30213,2015/05/04,90
1-30951,China 88,5370 CAMPBELLTON-FAIRBURN RD,FAIRBURN,GA,30213,2015/04/28,79
1-22480,China Breeze,190 MARIETTA ST NW,ATLANTA,GA,30303,2015/02/23,90
1-22480,China Breeze,190 MARIETTA ST NW,ATLANTA,GA,30303,2015/02/13,79
1-32457,China Cafeteria,5230 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/05/07,86
1-15851,China Cafeteria,3613 MARTIN LUTHER KING JR. DR SW,ATLANTA,GA,30331,2015/03/20,91
1-745,China Cafeteria,609 CASCADE AVE SW,ATLANTA,GA,30310,2015/03/02,92
1-19592,China Cafeteria VI,2159 CAMPBELLTON,ATLANTA,GA,30311,2015/04/15,93
1-22817,China Cooks,215 NORTHWOOD DR STE 9,ATLANTA,GA,30342,2015/05/27,91
1-22817,China Cooks,215 NORTHWOOD DR STE 9,ATLANTA,GA,30342,2015/04/09,87
1-22817,China Cooks,215 NORTHWOOD DR STE 9,ATLANTA,GA,30342,2015/03/04,85
1-22817,China Cooks,215 NORTHWOOD DR STE 9,ATLANTA,GA,30342,2015/02/19,76
1-22817,China Cooks,215 NORTHWOOD DR STE 9,ATLANTA,GA,30342,2015/02/11,84
1-25315,China Garden,1579 MONROE DR STE A,ATLANTA,GA,30324,2015/03/18,89
1-25315,China Garden,1579 MONROE DR STE A,ATLANTA,GA,30324,2015/02/27,77
FSP-060-001302,China House,17 HUDSON PLZ,FAIRBURN,GA,30213,2015/04/13,98
1-31153,China King,4733 JONESBORO RD STE 150,UNION CITY,GA,30291,2015/04/07,93
1-31153,China King,4733 JONESBORO RD STE 150,UNION CITY,GA,30291,2015/03/13,74
2-31423,China Wok,4550 JONESBORO RD STE W,UNION CITY,GA,30291,2015/01/28,90
FSP-060-001663,China Wok,3737 MAIN ST,COLLEGE PARK,GA,30337,2015/05/05,80
1-22883,Chipotle,5250 WINDWARD PKWY,ALPHARETTA,GA,30004,2015/01/09,97
1-23197,Chipotle,3424 PIEDMONT RD,ATLANTA,GA,30305,2015/03/11,93
1-23804,Chipotle,5920 ROSWELL RD,ATLANTA,GA,30328,2015/01/27,93
FSP-060-002200,Chipotle Mexican Grill,1745 PEACHTREE ST NE STE H,ATLANTA,GA,30309,2015/05/29,100
FSP-060-001471,Chipotle Mexican Grill 1866,2020 HOWELL MILL RD,ATLANTA,GA,30318,2015/03/23,98
FSP-060-002488,Chow Bing,3330 PIEDMONT RD STE 22B,ATLANTA,GA,30305,2015/03/10,84
1-24020,Christ The King School,46 PEACHTREE WAY,ATLANTA,GA,30305,2015/03/24,96
1-32695,Christian City,7300 LESTER RD,UNION CITY,GA,30291,2015/04/28,100
FSP-060-000889,Chucks Famous,68 5TH ST NW,ATLANTA,GA,30308,2015/05/12,98
FSP-060-000159,Church,466 EDGEWOOD AVE,ATLANTA,GA,30312,2015/03/25,95
FSP-060-000399,Churchs Chicken,5148 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/04/22,88
FSP-060-001674,Churchs Chicken,3561 MARTIN LUTHER KING DR,ATLANTA,GA,30331,2015/06/05,93
1-30120,Churchs Chicken  168,1405 MORELAND AVE,ATLANTA,GA,30316,2015/05/28,94
1-29953,Churchs Chicken 727,3667 CAMPBELLTON RD,ATLANTA,GA,30331,2015/03/30,93
1-29953,Churchs Chicken 727,3667 CAMPBELLTON RD,ATLANTA,GA,30331,2015/03/16,59
1-29968,Churchs Chicken 87,200 CLEVELAND AVE,ATLANTA,GA,30315,2015/05/14,91
1-29968,Churchs Chicken 87,200 CLEVELAND AVE,ATLANTA,GA,30315,2015/05/07,75
FSP-060-000717,Cibo e Beve,4969 ROSWELL RD STE 245,ATLANTA,GA,30342,2015/04/15,91
1-804,Circle Sushi,8725 ROSWELL RD STE 7-8,ATLANTA,GA,30350,2015/01/05,87
2-31743,City Garden,557 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/03/17,95
2-31743,City Garden,557 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/02/19,75
2-31743,City Garden,557 NORTH CENTRAL AVE,HAPEVILLE,GA,30354,2015/02/09,78
FSP-060-001703,City View Room,275 BAKER ST FL 4,ATLANTA,GA,30313,2015/05/22,92
1-820,Clays Sports Cafe,6518 ROSWELL RD,ATLANTA,GA,30328,2015/04/10,97
1-23284,Cleveland Avenue Elementary School,2672 OLD HAPEVILLE RD,ATLANTA,GA,30315,2015/04/01,96
1-31031,Cliftons American West Indian Cuisine,426 WEST BROAD ST,FAIRBURN,GA,30213,2015/03/25,87
1-32350,Cliftondale Elementary School,3340 WEST STUBBS RD,COLLEGE PARK,GA,30349,2015/04/02,100
FSP-060-000777,Club Silhouette,1905 PIEDMONT AVE NE,ATLANTA,GA,30324,2015/04/08,82
FSP-060-000777,Club Silhouette,1905 PIEDMONT AVE NE,ATLANTA,GA,30324,2015/03/25,70
1-15708,Club Wax,4375 COMMERCE DR STE B,ATLANTA,GA,30336,2015/03/11,89
1-29880,Coast Seafood & Raw Bar,111 WEST PACES FERRY,ATLANTA,GA,30305,2015/05/15,99
1-25319,Cogburn Woods Elementary,13058 COGBURN,ALPHARETTA,GA,30004,2015/03/24,91
FSP-060-002805,College Park Elementary School,2075 PRINCETON AVE,ATLANTA,GA,30349,2015/03/26,100
2-31659,Comfort Inn,795 POLLARD BLVD,ATLANTA,GA,30315,2015/01/27,92
FSP-060-000217,Commons Court Taco Bell,350 FERST DR NW FL 1,ATLANTA,GA,30332,2015/04/21,100
2-31481,Community Grounds Cafe,1297 JONESBORO,ATLANTA,GA,30315,2015/03/13,94
1-32138,Concession Bridge 6 Building 2,230 SPRING ST,ATLANTA,GA,30303,2015/01/09,100
1-32139,Concession On 6 Building 2,250 SPRING ST,ATLANTA,GA,30303,2015/01/09,100
1-862,Concourse Athletic Club,8 CONCOURSE PKWY NE,ATLANTA,GA,30328,2015/02/11,94
1-863,Concourse Cafe,8 CONCOURSE PKWY,ATLANTA,GA,30328,2015/02/11,81
FSP-060-001024,Condesa Coffee,480 JOHN WESLEY DOBBS STE 100,ATLANTA,GA,30312,2015/01/26,92
1-864,Conley Hills Elementary School,2580 DELOWE DR,EAST POINT,GA,30344,2015/03/11,100
1-23416,Connally Elementary School,1654 S ALVARADO TER SW,ATLANTA,GA,30311,2015/03/11,100
1-23380,Continental Colony Elementary School,3181 HOGAN RD SW,ATLANTA,GA,30312,2015/03/18,100
FSP-060-002496,Cook Out,403 MORELAND AVE,ATLANTA,GA,30316,2015/04/21,99
1-28432,Copelands Cheesecake Bistro,265 18TH ST STE 4130,ATLANTA,GA,30363,2015/05/29,99
1-28432,Copelands Cheesecake Bistro,265 18TH ST STE 4130,ATLANTA,GA,30363,2015/05/20,79
1-32586,Coretta Scott King YWLA,1190 NORTHWEST DR,ATLANTA,GA,30318,2015/04/21,100
1-876,Corner Cafe,6810 SHANNON PKWY,UNION CITY,GA,30291,2015/02/09,87
1-32476,Corner Cafe,13560 MORRIS RD STE 1160,ALPHARETTA,GA,30004,2015/02/13,100
1-32476,Corner Cafe,13560 MORRIS RD STE 1160,ALPHARETTA,GA,30004,2015/02/10,75
1-24593,Country Club Of Roswell Kitchen,2500 CLUB SPRINGS DR,ROSWELL,GA,30076,2015/05/06,98
1-24594,Country Club Of Roswell Lounge,2500 CLUB SPRINGS DR,ROSWELL,GA,30076,2015/05/12,100
1-27904,Country Gourmet Inc,3525 PIEDMONT RD,ATLANTA,GA,30305,2015/03/16,91
1-865,Country Inn & Suites  Continental Breakfast,759 POLLARD BLVD SW,ATLANTA,GA,30315,2015/01/27,96
1-31210,Courtyard Atlanta Airport West,3400 CAMP CREEK POINT DR,EAST  POINT,GA,30344,2015/05/11,94
FSP-060-000487,Courtyard by Marriott,3399 INTERNATIONAL BLVD,HAPEVILLE,GA,30354,2015/05/27,92
1-23886,Courtyard Cafeteria At Atlanta Medical Center,303 PARKWAY DR NE,ATLANTA,GA,30312,2015/05/01,97
1-14644,Covenant Community,623 SPRING ST NW,ATLANTA,GA,30308,2015/01/05,100
1-898,Cowtippers,1595 PIEDMONT RD,ATLANTA,GA,30324,2015/05/22,94
FSP-060-002185,Cozumel The Mexican Cantina Bar,5058 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/05/08,73
FSP-060-002185,Cozumel The Mexican Cantina Bar,5058 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/05/08,91
FSP-060-002184,Cozumel The Mexican Cantina Kitchen,5058 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/05/11,96
1-30473,Cozy Corner Cafe II,6190 POWERS FERRY RD,SANDY SPRINGS,GA,30339,2015/04/23,98
1-30473,Cozy Corner Cafe II,6190 POWERS FERRY RD,SANDY SPRINGS,GA,30339,2015/04/08,61
1-30473,Cozy Corner Cafe II,6190 POWERS FERRY RD,SANDY SPRINGS,GA,30339,2015/04/01,50
1-901,Crabapple Crossing Elementary,12765 BIRMINGHAM HWY,ALPHARETTA,GA,30202,2015/03/23,91
1-902,Crabapple Middle School,10700 CRABAPPLE RD,ROSWELL,GA,30075,2015/03/30,100
1-30878,Crawford Long Middle School,3200 LATONA DR,ATLANTA,GA,30354,2015/04/01,96
FSP-060-002781,Creekside High School,7405 HERNDON RD,FAIRBURN,GA,30213,2015/03/26,97
1-18638,Creekview Elementary,3995 WEBB BRIDGE,ALPHARETTA,GA,30005,2015/03/05,100
1-15294,Crestview Health And Rehabilitation Center,2800 SPRINGDALE RD SW,ATLANTA,GA,30315,2015/05/28,100
1-15294,Crestview Health And Rehabilitation Center,2800 SPRINGDALE RD SW,ATLANTA,GA,30315,2015/02/18,93
1-915,Crossroads Ministries,420 COURTLAND ST,ATLANTA,GA,30308,2015/05/18,90
1-32745,Crowne Plaza Atlanta Airport  Benton Restaurant,1325 VIRGINIA AVE,ATLANTA,GA,30344,2015/04/03,97
1-32746,Crowne Plaza Atlanta Airport  Lobby Bar,1325 VIRGINIA AVE,ATLANTA,GA,30344,2015/04/02,99
1-31424,Cypress Street Pint And Plate,817 WEST PEACHTREE ST,ATLANTA,GA,30308,2015/01/23,98
1-31424,Cypress Street Pint And Plate,817 WEST PEACHTREE ST,ATLANTA,GA,30308,2015/01/20,52
1-925,D & D BarBQue,1975 SYLVAN RD,ATLANTA,GA,30310,2015/05/13,96
FSP-060-002181,DCafe,1540 RALPH DAVID ABERNATHY,ATLANTA,GA,30310,2015/01/28,97
FSP-060-000311,DaiquiriCoffeeL13,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-13027,Dairy Queen,50 UPPER ALABAMA ST STE 140,ATLANTA,GA,30303,2015/04/23,95
1-26134,Dairy Queen,6627 ROOSEVELT HWY,UNION CITY,GA,30291,2015/04/07,90
1-31213,Dairy Queen,231 PEACHTREE ST,ATLANTA,GA,30303,2015/02/23,88
1-31098,Dairy Queen,9125 ROOSEVELT HWY,PALMETTO,GA,30268,2015/04/30,97
1-31098,Dairy Queen,9125 ROOSEVELT HWY,PALMETTO,GA,30268,2015/04/16,74
1-29283,Dairy Queen Of College Park,2201 ROOSEVELT HWY,COLLEGE PARK,GA,30337,2015/04/23,91
1-21774,Dakota Blue,454 CHEROKEE AVE SE,ATLANTA,GA,30312,2015/04/15,90
1-23359,Daniel H Stanton Elementary School,970 MARTIN ST SE,ATLANTA,GA,30315,2015/04/20,97
1-31820,Dantannas CNN Center,ONE CNN CTR STE 265,ATLANTA,GA,30303,2015/04/23,89
1-32675,DaquiriCoffee L31,1 GEORGIA DOME DR NW,ATLANTA,GA,30313,2015/02/13,100
1-32677,DaquiriCoffeeL19,1 GEORGIA DOME DR NW,ATLANTA,GA,30313,2015/01/14,100
1-32235,Daquiris Coffee 327,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32307,Daquiris Coffee Club North,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32200,Daquiris Coffee L23,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32200,Daquiris Coffee L23,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/01/14,100
2-31613,Daquiris Coffee L13,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32236,DaquirisCoffee 343,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,96
1-32252,DaquirisCoffee L45,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-000476,DaVincis Pizzeria Of Midtown,1270 WEST PEACHTREE ST,ATLANTA,GA,30309,2015/01/30,83
FSP-060-000251,Davios Northern Italian Steakhouse,3500 PEACHTREE RD NE STE 100,ATLANTA,GA,30326,2015/04/14,97
FSP-060-000251,Davios Northern Italian Steakhouse,3500 PEACHTREE RD NE STE 100,ATLANTA,GA,30326,2015/04/07,75
1-32337,Dean Rusk YMCA Headstart Academy,433 PEEPLES ST SW,ATLANTA,GA,30310,2015/04/29,96
1-25705,Deerwood Academy,3070 FAIRBURN SW,ATLANTA,GA,30331,2015/03/30,100
FSP-060-002326,Deja Vu Sports Bar & Lounge Kitchen,2997 CAMPBELLTON RD,ATLANTA,GA,30311,2015/04/22,84
FSP-060-002327,Deja Vu Sports Bar Lounge,2997 CAMPBELLTON RD,ATLANTA,GA,30311,2015/04/24,91
1-32024,Deli & Seafood,5084 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/04/21,89
FSP-060-000631,Deli  North Ave,120 NORTH AVE,ATLANTA,GA,30313,2015/03/12,100
1-969,Deli Market Cafe,4403 NORTHSIDE PKWY SUITE 170,ATLANTA,GA,30327,2015/01/15,100
1-969,Deli Market Cafe,4403 NORTHSIDE PKWY SUITE 170,ATLANTA,GA,30327,2015/01/08,78
1-31011,Deli USA,3334 COLVILLE AVE,HAPEVILLE,GA,30354,2015/05/11,80
1-31710,Delta Administration Center,1030 DELTA BLVD,ATLANTA,GA,30354,2015/03/05,96
1-981,Diamond Hall Conference Center,5495 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,2015/01/28,95
FSP-060-000815,Diamonds of Atlanta,1271 MARIETTA BLVD,ATLANTA,GA,30318,2015/04/09,96
FSP-060-000815,Diamonds of Atlanta,1271 MARIETTA BLVD,ATLANTA,GA,30318,2015/03/25,74
1-30365,Dippin Dots Sodexo,800 CHEROKEE AVE,ALTANTA,GA,30312,2015/04/02,100
FSP-060-001998,Dippin Dots  L15,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/26,100
FSP-060-001995,Dippin Dots  L43,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-001988,Dippin Dots L26,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/26,100
FSP-060-001988,Dippin Dots L26,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/23,100
FSP-060-001988,Dippin Dots L26,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
FSP-060-001989,Dippin Dots U37,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
