Zip,Median,Mean,Pop
26807,"36,624","44,193","2,947"
26808,"30,827","41,063",967
26810,"30,055","38,162",329
26812,"33,058","42,177","1,705"
26814,"33,438","41,776",415
26815,"30,645","41,162",646
26817,"36,024","46,516",443
26818,"39,524","48,590",709
26823,"30,827","41,063",198
26833,"43,979","48,612","2,309"
26836,"32,282","41,154","6,578"
26845,"37,007","43,128",898
26847,"34,097","43,684","6,277"
26851,"36,640","42,987","2,180"
26852,"29,654","38,187",869
26855,"44,510","48,232",826
26865,"30,827","41,063",248
26866,"37,225","44,497",929
26884,"33,438","41,776",625
27006,"66,031","80,213","10,879"
27007,"43,493","52,929","2,086"
27009,"63,202","73,083","2,160"
27011,"43,177","52,089","5,234"
27012,"66,970","86,383","21,096"
27013,"47,523","52,123","5,645"
27014,"36,076","49,185",810
27016,"44,327","50,334","1,890"
27017,"35,937","48,725","8,721"
27018,"38,361","47,557","7,292"
27019,"45,863","56,497","4,044"
27020,"38,275","50,511","6,232"
27021,"41,870","54,177","16,193"
27022,"43,545","49,147","1,532"
27023,"74,712","96,470","10,580"
27024,"32,835","43,681","2,550"
27025,"45,753","53,506","10,847"
27027,"32,916","43,426","4,330"
27028,"46,025","58,699","22,831"
27030,"36,383","46,843","37,851"
27040,"64,846","73,432","9,532"
27041,"43,057","55,153","6,712"
27042,"45,113","48,040",840
27043,"44,858","58,174","6,182"
27045,"52,888","57,066","7,539"
27046,"45,262","48,011","2,016"
27047,"46,940","58,129","1,108"
27048,"41,395","48,729","8,478"
27050,"50,740","60,975","3,602"
27051,"47,321","53,220","6,738"
27052,"46,004","54,843","10,475"
27053,"32,613","42,828","2,942"
27054,"49,561","53,047","2,639"
27055,"42,028","53,327","13,169"
27101,"29,327","41,043","19,488"
27103,"43,069","55,562","26,901"
27104,"72,483","98,543","26,772"
27105,"31,582","39,640","40,037"
27106,"57,245","77,159","39,782"
27107,"44,933","52,884","38,461"
27109,"36,339","82,203","2,517"
27110,"22,331","31,546","1,141"
27127,"43,639","52,386","26,035"
27201,"41,723","61,335",63
27203,"29,743","37,802","20,050"
27205,"43,657","57,012","29,991"
27207,"47,432","54,671","3,498"
27208,"40,434","49,959","1,656"
27209,"33,975","40,924","3,769"
27212,"28,521","33,789","2,026"
27214,"57,776","74,062","6,723"
27215,"47,120","58,480","33,240"
27217,"36,229","46,877","34,390"
27229,"29,102","35,123","3,610"
27231,"64,153","68,399","2,033"
27233,"51,253","65,360","3,119"
27235,"84,037","98,038","2,411"
27239,"39,742","51,999","8,598"
27242,"52,228","64,756","2,261"
27243,"54,963","65,810","3,679"
27244,"46,303","61,089","11,522"
27248,"44,268","51,346","4,392"
27249,"52,270","60,821","10,467"
27252,"53,374","59,655","1,960"
27253,"46,732","54,680","26,019"
27258,"50,254","58,177","5,116"
27260,"23,846","29,266","25,307"
27262,"38,928","51,822","23,476"
27263,"38,503","54,604","18,667"
27265,"60,162","72,798","32,491"
27278,"60,583","78,181","20,634"
27281,"42,710","53,258","2,546"
27282,"73,811","86,998","13,523"
27283,"53,737","65,915","3,153"
27284,"58,144","70,150","41,409"
27288,"35,328","44,830","24,575"
27291,"42,369","53,183","1,824"
27292,"38,743","48,909","38,995"
27295,"46,882","55,688","33,988"
27298,"41,936","52,809","9,487"
27299,"44,331","50,971","4,558"
27301,"49,417","59,958","5,772"
27302,"48,630","58,789","20,988"
27305,"1,018","1,296",33
27306,"28,241","44,440","6,356"
27310,"86,256","102,942","4,139"
27311,"39,100","47,560","3,513"
27312,"59,199","71,545","13,181"
27313,"50,185","62,970","6,311"
27314,"39,209","49,079",827
27315,"38,222","46,765","2,136"
27316,"39,106","48,205","6,759"
27317,"40,036","50,600","14,200"
27320,"42,069","51,834","38,057"
27325,"35,901","44,811","6,751"
27326,"42,139","50,023","3,913"
27330,"46,024","55,707","32,135"
27332,"46,698","52,191","22,584"
27341,"38,103","50,444","4,996"
27343,"31,033","39,478","1,261"
27344,"41,327","50,892","15,883"
27349,"48,525","57,907","4,675"
27350,"45,275","61,444","6,395"
27355,"41,071","49,189","2,493"
27356,"33,544","41,981","2,968"
27357,"55,680","64,772","6,412"
27358,"81,222","95,917","10,196"
27360,"40,827","48,525","41,992"
27370,"50,192","62,970","14,761"
27371,"38,289","55,832","8,207"
27376,"52,821","67,056","7,742"
27377,"53,742","67,923","3,834"
27379,"34,861","41,493","4,996"
27401,"26,808","32,835","20,661"
27403,"35,795","50,322","22,227"
27405,"34,154","44,940","39,112"
27406,"39,911","50,237","49,827"
27407,"50,593","61,019","42,870"
27408,"67,649","100,193","17,512"
27409,"44,766","57,596","12,892"
27410,"66,907","87,651","44,693"
27455,"60,373","82,941","22,647"
27501,"48,611","57,017","13,114"
27502,"81,357","91,029","17,956"
27503,"82,958","116,707","3,204"
27504,"43,108","51,552","12,656"
27505,"41,194","52,665","4,728"
27507,"40,583","50,757","1,565"
27508,"43,930","49,467","1,925"
27509,"27,105","34,413","6,330"
27510,"44,915","60,270","14,218"
27511,"72,664","90,302","31,507"
27513,"83,414","96,154","36,232"
27514,"49,459","79,847","30,671"
27516,"57,037","78,779","28,604"
27517,"72,481","104,369","17,591"
27518,"113,559","151,441","15,528"
27519,"122,457","132,257","14,449"
27520,"54,297","63,994","24,167"
27521,"42,309","50,379","5,234"
27522,"56,315","64,261","8,089"
27523,"85,436","97,642","7,225"
27524,"40,598","51,131","10,006"
27525,"47,461","53,920","10,123"
27526,"64,909","73,070","24,237"
27527,"63,326","75,556","7,768"
27529,"60,685","67,292","29,942"
27530,"38,736","47,576","37,813"
27531,"35,768","40,303",841
27534,"44,367","54,233","31,894"
27536,"27,796","38,009","18,516"
27537,"37,311","47,690","21,055"
27539,"83,537","95,870","10,006"
27540,"82,835","92,998","12,994"
27541,"59,994","69,737","3,340"
27542,"40,377","50,016","8,194"
27544,"41,585","51,206","3,698"
27545,"64,002","70,834","15,560"
27546,"39,317","50,644","16,092"
27549,"39,418","51,752","20,509"
27551,"38,319","49,288","1,966"
27553,"32,116","44,909","1,935"
27555,"41,875","49,854",454
27556,"40,915","51,039",335
27557,"39,972","49,609","6,436"
27559,"53,628","64,888","1,954"
27560,"79,226","96,652","6,078"
27562,"66,565","83,553","1,887"
27563,"27,796","41,925","5,187"
27565,"42,647","54,038","23,636"
27568,"45,530","49,979",512
27569,"44,607","50,583","6,454"
27571,"66,293","79,042","1,107"
27572,"68,735","88,816","6,217"
27573,"36,232","45,332","11,306"
27574,"47,212","55,546","13,078"
27576,"36,746","46,231","15,374"
27577,"44,827","56,480","19,011"
27581,"54,323","58,949","2,482"
27582,"41,020","51,064",307
27583,"56,149","61,975","4,932"
27587,"68,948","86,285","29,669"
27589,"29,345","39,312","8,402"
27591,"50,521","59,674","15,234"
27592,"64,063","69,906","9,338"
27596,"52,680","62,289","9,456"
27597,"46,338","58,947","18,071"
27601,"19,814","31,283","9,924"
27603,"54,525","64,956","31,725"
27604,"47,787","58,822","32,223"
27605,"43,617","64,213","4,216"
27606,"43,050","56,778","40,900"
27607,"62,720","87,103","18,576"
27608,"81,794","123,480","9,921"
27609,"56,562","78,065","32,373"
27610,"39,323","47,033","43,230"
27612,"65,586","89,397","27,598"
27613,"91,889","104,346","32,984"
27614,"114,744","153,642","11,018"
27615,"85,079","108,330","40,308"
27616,"56,374","65,064","22,221"
27617,"92,843","96,398","3,631"
27701,"27,342","39,730","23,960"
27703,"47,612","53,661","31,349"
27704,"40,182","47,936","26,439"
27705,"46,835","58,629","43,115"
27707,"51,460","68,161","42,195"
27709,"56,315","64,900",65
27712,"78,080","90,923","17,205"
27713,"63,710","76,654","31,046"
27801,"29,138","36,157","22,533"
27803,"42,241","54,625","21,248"
27804,"47,177","64,220","25,899"
27805,"30,343","38,897","3,534"
27806,"42,893","46,890","2,543"
27807,"47,812","54,747","5,459"
27808,"50,361","63,041","2,094"
27809,"40,018","59,336","5,089"
27810,"38,412","45,535","4,022"
27812,"35,789","44,973","3,067"
27813,"45,953","52,953",751
27814,"49,946","82,083","1,607"
27816,"38,409","47,264","2,443"
27817,"41,126","53,477","5,952"
27819,"38,542","42,493",389
27820,"44,202","48,717","2,928"
27821,"46,385","64,315",426
27822,"42,092","49,561","7,329"
27823,"24,249","34,212","9,022"
27825,"41,458","54,549",105
27826,"4,046","5,398",100
27827,"33,507","56,004",61
27828,"28,591","43,186","8,192"
27829,"36,282","55,546","1,902"
27830,"42,229","51,607","4,689"
27831,"28,349","36,792","4,072"
27832,"26,968","35,180","2,572"
27834,"34,503","45,919","42,939"
27837,"52,394","60,660","4,530"
27839,"27,457","37,259","3,784"
27840,"33,141","42,575",716
27841,"33,141","42,575",72
27842,"43,607","57,956","1,419"
27843,"26,440","35,165","1,331"
27844,"25,294","34,262","2,761"
27845,"31,150","39,550","2,465"
27846,"40,422","49,521","2,933"
27847,"26,108","36,384",991
27849,"25,987","36,354","1,541"
27850,"36,353","53,564","7,195"
27851,"40,449","47,505","4,806"
27852,"38,328","49,384","2,727"
27853,"43,149","48,126",799
27855,"3,221","3,534",423
27856,"47,466","57,596","14,538"
27857,"33,153","42,592","1,457"
27858,"44,512","60,116","44,351"
27860,"38,306","44,435","2,135"
27861,"29,349","38,683",121
27862,"45,042","49,428",894
27863,"52,887","58,748","8,220"
27864,"39,463","43,913","4,354"
27865,"45,718","54,108","1,847"
27866,"29,509","38,305",690
27869,"23,764","31,518","2,485"
27870,"35,626","47,125","27,275"
27871,"31,354","40,978","5,047"
27872,"25,987","36,354",413
27873,"48,250","59,043",379
27874,"21,440","31,430","5,605"
27876,"33,911","41,770","1,373"
27878,"45,536","56,490","2,462"
27879,"61,181","69,652",346
27880,"50,417","56,672","2,166"
27881,"38,542","42,493",51
27882,"40,753","52,258","6,761"
27883,"40,448","48,037","3,148"
27884,"37,673","45,101","1,176"
27886,"36,665","46,192","20,033"
27888,"3,145","4,743",214
27889,"39,387","50,289","25,682"
27891,"44,597","53,112","5,264"
27892,"34,897","44,347","15,423"
27893,"32,081","39,917","40,502"
27896,"59,116","74,088","14,003"
27897,"23,757","31,511","2,240"
27909,"44,381","55,487","32,941"
27910,"30,866","45,094","11,411"
27915,"40,000","52,319",792
27916,"35,282","50,093",479
27917,"51,917","56,469",841
27919,"6,222","8,666",188
27920,"40,000","52,319",999
27921,"61,084","67,852","3,312"
27922,"25,790","38,478",947
27923,"41,174","52,351",559
27924,"33,495","44,715","3,365"
27925,"32,215","42,977","3,957"
27926,"49,107","57,393","1,549"
27927,"71,250","110,256",643
27928,"35,062","46,651","2,043"
27929,"69,537","82,174",960
27932,"34,251","49,648","12,359"
27935,"41,108","50,648","1,567"
27936,"40,000","52,319","1,006"
27937,"42,392","50,454","3,224"
27938,"45,634","53,171","1,584"
27939,"37,039","50,921","1,696"
27941,"45,926","55,111",457
27942,"25,648","38,341","1,051"
27943,"40,000","52,319",635
27944,"20,213","26,574","5,338"
27946,"48,997","58,814","1,147"
27947,"45,445","54,884",884
27948,"50,620","67,308","9,309"
27949,"30,853","40,819","2,991"
27950,"59,619","67,414","1,824"
27953,"60,000","57,050",983
27954,"51,745","59,078","5,185"
27956,"51,917","56,469",269
27957,"32,805","44,904","1,113"
27958,"65,300","74,977","6,922"
27959,"54,767","63,933","2,719"
27962,"28,617","39,934","7,907"
27964,"45,926","55,111",456
27965,"37,097","50,949",522
27966,"45,926","55,111",988
27967,"33,533","44,746",347
27968,"40,000","52,319",204
27970,"33,754","45,084","3,657"
27972,"40,000","52,319",296
27973,"54,716","58,615",989
27974,"60,992","63,426","1,075"
27976,"61,250","75,837","2,194"
27978,"60,000","57,050",198
27979,"50,653","59,318","1,629"
27980,"37,090","51,065","1,938"
27981,"47,166","67,255","1,540"
27982,"40,000","52,319",64
27983,"29,777","43,739","9,011"
27986,"25,648","38,341","1,520"
28001,"41,978","52,345","26,296"
28006,"43,336","55,021","1,139"
28007,"30,213","36,040",606
28009,"31,943","46,083","1,186"
28012,"56,422","73,078","18,350"
28016,"41,076","49,613","13,312"
28018,"36,349","43,901","5,171"
28019,"34,544","36,877",101
28020,"36,140","46,539","2,229"
28021,"40,621","50,218","12,862"
28023,"48,737","60,247","13,336"
28025,"49,299","62,685","41,311"
28027,"61,136","70,847","38,445"
28031,"89,177","120,647","14,126"
28032,"48,552","60,247","2,426"
28033,"41,374","46,888","2,347"
28034,"38,443","46,684","14,928"
28036,"88,542","127,385","9,614"
28037,"69,598","82,753","11,836"
28039,"23,884","35,575",379
28040,"33,757","40,479","7,185"
28043,"32,036","40,654","20,471"
28052,"30,547","40,785","36,507"
28054,"43,918","54,761","33,183"
28056,"57,446","70,548","28,208"
28071,"48,661","57,308","2,730"
28072,"48,902","61,914","1,016"
28073,"38,811","47,113","5,167"
28075,"80,432","93,386","7,743"
28076,"34,544","36,877",592
28077,"41,163","52,371",547
28078,"85,720","98,245","27,695"
28079,"70,020","79,707","15,369"
28080,"49,682","60,096","6,205"
28081,"39,161","51,497","23,423"
28083,"41,144","57,118","19,980"
28086,"41,244","49,023","25,312"
28088,"38,087","48,182","2,874"
28089,"45,625","52,666",106
28090,"37,746","46,425","8,506"
28091,"33,141","38,909","2,141"
28092,"41,937","50,045","34,904"
28097,"58,612","64,836","4,692"
28098,"35,591","41,639","2,735"
28101,"43,006","50,580",661
28102,"39,594","43,946",78
28103,"47,547","60,999","9,378"
28104,"94,577","109,123","15,780"
28105,"74,386","86,386","30,927"
28107,"59,279","68,431","5,564"
28108,"76,573","90,982",28
28109,"52,986","67,675",528
28110,"52,297","60,637","35,519"
28112,"47,652","57,561","22,883"
28114,"40,226","45,450","6,785"
28115,"54,838","65,725","24,524"
28117,"78,945","103,902","19,172"
28119,"39,594","43,946","2,911"
28120,"49,788","62,130","15,634"
28124,"52,717","62,925","5,990"
28125,"50,068","57,943","2,027"
28127,"46,775","62,470","6,985"
28128,"41,733","48,877","7,466"
28129,"48,837","56,551","4,940"
28133,"38,063","56,818","2,664"
28134,"51,856","65,031","7,505"
28135,"37,060","56,203","4,487"
28137,"50,927","63,567","2,664"
28138,"51,706","59,037","9,415"
28139,"39,452","53,371","18,276"
28144,"37,070","53,084","25,635"
28146,"45,567","55,980","24,539"
28147,"46,084","57,348","22,033"
28150,"36,808","48,847","28,647"
28152,"41,646","51,145","23,696"
28159,"36,434","48,272","3,207"
28160,"30,430","38,680","3,675"
28163,"52,207","61,157","4,699"
28164,"51,046","66,033","11,794"
28166,"50,012","58,966","6,369"
28167,"37,106","49,727","2,207"
28168,"42,520","50,678","9,250"
28169,"30,767","44,080",203
28170,"33,396","40,684","12,426"
28173,"89,297","112,435","17,652"
28174,"39,843","50,505","6,725"
28202,"56,632","83,186","5,034"
28203,"60,080","87,753","10,068"
28204,"49,877","78,893","4,910"
28205,"37,458","48,441","46,232"
28206,"24,984","31,253","12,567"
28207,"148,850","246,234","8,669"
28208,"27,448","35,883","35,954"
28209,"64,240","90,707","19,752"
28210,"57,651","90,175","41,008"
28211,"73,652","113,977","27,516"
28212,"36,232","43,351","35,278"
28213,"40,640","48,935","26,009"
28214,"50,528","59,078","20,676"
28215,"48,010","55,259","41,818"
28216,"44,037","51,969","29,547"
28217,"35,691","45,815","19,651"
28226,"82,899","123,250","35,095"
28227,"55,653","66,266","40,283"
28262,"44,560","51,638","21,597"
28269,"63,730","73,125","42,216"
28270,"88,425","110,651","26,540"
28273,"51,769","60,999","18,037"
28277,"97,891","122,237","33,916"
28278,"76,765","92,571","6,312"
28301,"24,917","36,934","18,629"
28303,"48,564","64,008","32,257"
28304,"43,354","52,917","35,965"
28305,"51,299","76,443","6,297"
28306,"49,849","58,941","31,241"
28307,"32,961","33,237","12,132"
28308,"37,780","45,041","3,325"
28310,"1,799","1,785",237
28311,"47,612","60,548","32,978"
28312,"44,474","54,899","16,594"
28314,"48,368","54,863","47,761"
28315,"39,033","49,674","8,783"
28318,"38,443","48,224","4,449"
28320,"31,735","42,670","8,479"
28323,"43,336","50,686","2,467"
28325,"32,589","41,721",394
28326,"44,517","50,762","11,013"
28327,"44,734","57,356","13,512"
28328,"33,936","50,220","25,336"
28330,"27,737","37,150",317
28332,"27,336","39,502",408
28333,"37,238","44,142","11,624"
28334,"35,535","46,733","23,502"
28337,"30,702","46,630","9,461"
28338,"30,137","41,067","4,463"
28339,"41,722","49,592","6,440"
28340,"24,801","35,914","11,462"
28341,"33,085","42,754","4,169"
28342,"63,373","74,412",353
28343,"30,273","42,523","1,762"
28344,"41,958","52,118","3,072"
28345,"35,793","43,701","12,373"
28347,"52,866","59,337","1,993"
28348,"47,826","56,882","24,341"
28349,"39,932","55,328","3,419"
28350,"53,731","64,469",329
28351,"31,347","43,398","4,973"
28352,"29,053","41,058","25,153"
28356,"56,183","68,072","4,133"
28357,"33,902","45,776","3,013"
28358,"31,528","46,084","36,597"
28360,"30,198","40,819","12,570"
28363,"40,275","49,438","1,575"
28364,"28,568","36,523","13,983"
28365,"35,936","44,944","14,947"
28366,"38,701","51,233","4,690"
28367,"28,931","40,097",75
28369,"33,742","51,367","2,461"
28371,"39,927","50,030","5,347"
28372,"28,565","40,863","11,832"
28373,"37,388","44,405","1,984"
28374,"59,973","75,000","11,200"
28375,"33,594","52,999",101
28376,"41,097","50,755","25,635"
28377,"27,920","40,986","11,488"
28379,"30,616","42,862","26,310"
28382,"37,064","47,110","6,794"
28383,"25,339","36,660","7,717"
28384,"31,488","41,504","10,679"
28385,"39,130","47,528","2,968"
28386,"30,778","41,005","5,461"
28387,"49,109","69,579","13,026"
28390,"36,513","45,778","19,630"
28391,"51,705","56,154","4,625"
28392,"27,336","39,502","1,215"
28393,"33,544","43,751","1,971"
28394,"51,477","61,901","4,661"
28395,"53,845","65,419","2,409"
28396,"34,419","45,900","2,615"
28398,"27,949","40,145","7,240"
28399,"26,523","33,100","1,949"
28401,"28,897","38,786","21,873"
28403,"36,646","53,464","30,310"
28405,"50,441","61,717","23,775"
28409,"74,301","95,510","26,369"
28411,"66,585","83,018","19,155"
28412,"49,586","64,309","23,493"
28420,"33,446","50,716","3,494"
28421,"40,786","49,539","1,363"
28422,"41,029","50,710","4,619"
28423,"40,891","50,770","2,344"
28424,"36,953","43,919",99
28425,"40,145","50,765","9,405"
28428,"48,818","66,765","5,281"
28429,"51,024","56,409","7,455"
28430,"32,355","42,363","1,950"
28431,"29,948","42,213","7,120"
28432,"36,382","48,211","1,870"
28433,"30,196","41,380","5,167"
28434,"26,852","38,271","1,459"
28435,"33,046","49,102","2,365"
28436,"43,113","49,955","1,758"
28438,"42,454","48,399","1,919"
28439,"32,434","42,379","1,809"
28441,"30,751","41,927","3,330"
28442,"41,556","54,383","1,773"
28443,"50,911","64,045","10,532"
28444,"31,779","54,372","1,873"
28445,"48,849","60,629","4,493"
28447,"34,020","53,939","1,449"
28448,"37,866","48,383","1,003"
28449,"60,605","90,837","1,361"
28450,"52,639","67,796","2,351"
28451,"47,108","55,748","15,896"
28452,"30,000","60,132",654
28453,"29,763","41,459","3,310"
28454,"30,185","38,438","2,282"
28455,"36,978","48,732","1,869"
28456,"38,292","46,485","3,531"
28457,"47,075","51,925","7,850"
28458,"33,408","46,064","5,710"
28460,"45,476","61,119","5,501"
28461,"52,957","70,776","9,095"
28462,"36,744","51,062","9,934"
28463,"26,941","38,607","7,947"
28464,"32,395","42,176","1,941"
28465,"49,677","67,211","6,782"
28466,"31,477","41,611","8,546"
28467,"49,230","58,731","5,167"
28468,"47,162","67,666","2,746"
28469,"47,430","62,844","4,141"
28470,"39,334","51,852","7,504"
28472,"37,473","50,108","18,665"
28478,"36,797","46,309","4,399"
28479,"53,336","65,238","2,680"
28480,"70,375","184,658","2,564"
28501,"27,992","34,951","21,394"
28504,"40,657","53,560","22,060"
28508,"34,080","41,224","1,914"
28510,"44,669","53,380","1,434"
28511,"65,982","69,926",818
28512,"53,996","67,501","3,347"
28513,"34,754","48,638","9,359"
28515,"31,829","42,328","2,682"
28516,"39,355","58,282","10,370"
28518,"36,169","47,197","6,403"
28519,"34,471","47,169",280
28520,"31,657","44,154",324
28521,"31,582","41,092","1,939"
28523,"41,575","50,392","2,432"
28524,"31,657","44,154",411
28525,"38,461","47,167","2,831"
28526,"41,287","50,464","2,572"
28527,"35,070","47,085",990
28528,"37,938","54,316",653
28529,"39,835","51,951","2,093"
28530,"37,266","46,228","6,450"
28531,"36,729","39,088","1,524"
28532,"55,405","61,161","27,188"
28533,"93,098","95,177",243
28537,"31,175","41,765",216
28538,"34,485","45,967","2,151"
28539,"43,065","53,116","12,506"
28540,"43,939","53,357","42,685"
28543,"32,660","36,602","6,399"
28544,"40,413","44,785","6,252"
28546,"47,398","55,657","32,016"
28547,"22,583","25,981","10,195"
28551,"43,787","53,674","12,645"
28552,"31,175","41,765",318
28553,"37,938","54,316",507
28554,"24,344","38,308",150
28555,"43,357","52,379","4,471"
28556,"53,569","67,702",814
28557,"49,974","60,551","13,198"
28560,"40,542","55,231","25,595"
28562,"52,368","66,533","27,646"
28570,"46,316","55,848","18,256"
28571,"50,065","62,063","2,485"
28572,"35,775","45,730","5,749"
28573,"38,685","49,020","2,162"
28574,"43,289","52,652","9,528"
28575,"53,688","56,224",337
28577,"65,982","69,926",461
28578,"40,483","46,381","4,454"
28579,"36,622","52,187",506
28580,"34,886","44,042","9,713"
28581,"31,657","44,154",204
28582,"49,845","57,964","1,251"
28583,"50,077","62,083",285
28584,"50,517","61,279","7,684"
28585,"38,610","47,522","4,049"
28586,"37,188","46,965","7,064"
28587,"31,175","41,765",416
28589,"31,657","44,154",171
28590,"52,312","64,015","13,781"
28594,"59,483","70,472","3,489"
28601,"46,651","64,517","47,402"
28602,"38,732","47,713","27,390"
28604,"39,549","57,422","5,460"
28605,"40,912","70,625","3,435"
28606,"35,552","48,489","2,066"
28607,"27,732","43,440","26,591"
28609,"52,106","62,665","5,325"
28610,"45,276","54,760","8,959"
28611,"33,573","46,881","1,009"
28612,"35,798","44,894","11,761"
28613,"45,100","53,779","19,782"
28615,"27,556","34,435","1,981"
28616,"36,401","50,200",518
28617,"36,982","51,286","2,100"
28618,"52,067","60,745","1,924"
28619,"34,683","49,569","1,693"
28621,"34,093","46,232","10,502"
28622,"30,248","47,038","2,379"
28623,"33,066","40,562","1,694"
28624,"31,522","46,251","1,556"
28625,"47,546","55,171","30,278"
28626,"48,980","53,884","1,870"
28627,"33,066","40,562","1,147"
28628,"36,398","43,687",358
28629,"39,932","53,816",58
28630,"44,328","55,634","17,977"
28631,"39,812","53,680",634
28634,"35,147","45,105","5,015"
28635,"30,770","39,365","3,777"
28636,"43,944","48,124","5,041"
28637,"33,854","42,561","1,711"
28638,"41,692","48,900","10,813"
28640,"29,995","45,294","4,212"
28642,"35,318","43,401","5,446"
28643,"31,118","42,188","3,340"
28644,"37,057","50,559","1,532"
28645,"33,881","45,177","46,229"
28646,"46,833","72,853",471
28647,"35,804","48,904",68
28649,"33,325","43,264",939
28650,"44,707","53,502","10,524"
28651,"33,374","48,111","6,636"
28652,"39,438","78,827",33
28654,"40,047","59,131","3,186"
28655,"37,896","48,835","54,244"
28657,"37,126","59,295","9,760"
28658,"41,765","51,676","24,802"
28659,"30,028","40,673","20,703"
28660,"39,797","49,354","1,701"
28662,"42,331","63,077",98
28663,"34,494","47,641",559
28665,"32,102","46,893","2,128"
28666,"35,207","43,607",412
28667,"35,876","44,770",173
28668,"33,066","40,562",318
28669,"31,561","43,168","2,855"
28670,"33,050","44,174","2,696"
28671,"39,722","54,105",643
28672,"39,932","53,816",37
28673,"58,432","70,758","4,356"
28675,"27,956","39,599","6,154"
28676,"36,177","47,888","3,458"
28677,"38,499","49,737","31,877"
28678,"45,338","49,994","4,733"
28679,"39,458","49,637","1,804"
28681,"39,237","51,394","23,262"
28682,"58,753","71,461",849
28683,"34,685","42,139","1,591"
28684,"42,609","52,418","1,864"
28685,"33,819","42,346","1,963"
28689,"43,724","50,992","1,727"
28690,"38,509","51,772","9,434"
28692,"35,179","46,829","3,558"
28693,"29,811","40,717","1,362"
28694,"35,475","46,656","6,862"
28697,"41,153","61,476","12,006"
28698,"38,184","48,107","2,196"
28701,"45,547","56,122","3,183"
28702,"29,974","49,586",295
28704,"52,233","65,219","14,353"
28705,"22,472","27,114","4,657"
28707,"40,795","43,233",192
28708,"34,532","43,371",602
28709,"37,460","46,668","2,229"
28711,"41,131","55,381","12,000"
28712,"41,411","54,647","17,034"
28713,"39,754","50,617","7,894"
28714,"36,851","43,843","16,681"
28715,"42,323","54,270","20,042"
28716,"45,405","53,526","16,192"
28717,"45,957","73,262","1,546"
28718,"53,698","66,307",499
28719,"27,898","37,263","7,273"
28720,"46,307","69,142",162
28721,"39,791","55,953","8,924"
28722,"44,974","56,339","5,421"
28723,"34,031","45,754","7,952"
28725,"42,867","49,114",44
28726,"32,535","37,202","3,020"
28729,"45,750","51,349","2,337"
28730,"53,611","70,943","8,087"
28731,"47,631","62,963","6,443"
28732,"51,662","66,524","10,871"
28733,"28,497","49,792",59
28734,"38,854","50,807","23,570"
28736,"37,135","53,935",701
28739,"52,059","70,440","17,830"
28740,"21,064","23,253",778
28741,"41,572","87,052","3,203"
28742,"46,314","55,476","2,022"
28743,"33,464","37,472","2,318"
28745,"47,525","62,456",491
28746,"45,291","67,157","1,966"
28747,"37,955","70,606","2,031"
28748,"44,561","52,567","9,783"
28749,"40,981","48,752",53
28751,"42,460","51,497","2,847"
28752,"35,317","45,179","28,335"
28753,"41,054","48,468","10,935"
28754,"39,002","48,814","7,041"
28756,"43,878","49,817","3,747"
28757,"41,373","61,469",302
28759,"51,068","62,101","5,537"
28761,"33,502","43,823","7,049"
28762,"35,436","47,071","6,942"
28763,"42,180","55,653","2,012"
28766,"40,647","57,715",957
28768,"16,185","22,159","2,526"
28771,"28,330","39,666","7,673"
28772,"34,655","44,353","1,168"
28773,"44,117","53,808","3,143"
28774,"42,769","76,336",817
28775,"46,636","80,161",301
28777,"35,904","45,590","10,150"
28778,"46,062","52,127","9,239"
28779,"40,095","48,413","13,833"
28781,"35,951","51,292",976
28782,"41,365","54,345","6,400"
28783,"32,017","43,634","1,380"
28785,"42,276","57,380","6,378"
28786,"39,461","53,053","19,197"
28787,"51,001","62,349","17,308"
28789,"39,500","47,318","4,531"
28790,"47,095","64,783","2,712"
28791,"57,012","65,354","13,308"
28792,"36,645","46,122","24,013"
28801,"26,264","41,729","12,065"
28803,"51,382","71,518","23,893"
28804,"48,941","68,864","19,110"
28805,"45,598","62,998","15,974"
28806,"38,114","47,709","33,600"
28901,"32,521","42,617","5,157"
28902,"36,552","43,293","1,187"
28904,"34,610","46,592","7,169"
28905,"39,640","51,121","3,048"
28906,"38,687","50,852","15,633"
28909,"35,736","40,858",693
29001,"2,265","3,034",149
29003,"34,551","47,482","6,989"
29006,"35,567","45,826","9,565"
29009,"6,487","8,240",456
29010,"16,300","23,093","8,210"
29014,"34,910","47,961","1,891"
29015,"25,321","32,465","1,738"
29016,"61,901","75,142","16,393"
29018,"33,012","38,926","3,749"
29020,"41,106","56,556","22,463"
29030,"34,956","50,034","1,967"
29031,"31,695","42,785","1,349"
29032,"34,700","43,730","3,910"
29033,"39,011","47,717","11,603"
29036,"76,474","96,877","19,140"
29037,"27,363","31,303",513
29038,"33,689","42,328","2,445"
29039,"40,268","50,338","4,215"
29040,"42,745","49,587","8,767"
29042,"27,521","41,935","5,868"
29044,"41,259","50,987","5,652"
29045,"57,220","67,795","21,871"
29046,"1,186","1,493",10
29047,"34,561","48,678","3,683"
29048,"28,036","34,059","4,864"
29051,"31,660","42,334",935
29052,"37,956","47,940","2,021"
29053,"39,268","45,746","17,756"
29054,"56,099","71,368","9,612"
29055,"30,025","38,316","4,337"
29056,"21,850","34,221","2,448"
29058,"38,945","43,918","4,746"
29059,"28,225","40,002","6,068"
29061,"47,981","59,253","13,717"
